Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
842,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18.0,2006.0,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.33,1,2,2,1,0,0.0,2.14,0.0,0.0,,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2,26,36,72.2,458,84,0,0.0,0.0,0.0,0,2,0,0,2,35,1,0,0,0,0,1,0,0,0,0,26,4,4,0,4,0,2,50.0,1,2,0,2,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0,53,0,9,27,17,0,53,2,0,0.0,2,100.0,17,67,41,1,1,1,3,3,28,2,0,0,0,3,1,0,0,0,4,0,0,0,2,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
843,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20.0,2004.0,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,0.52,0.32,23,28,44,32,11,34.4,3.31,1.14,0.06,0.18,23.0,1,0,0,1.7,1.7,0.05,0.3,0.3,171,248,69.0,2779,819,3,1.4,1.1,1.6,13,18,8,1,28,210,37,8,4,0,21,2,13,11,1,0,171,12,9,3,6,3,11,36.4,7,8,1,7,1,13,6,0,29,3.0,16,4,6,2,0,1,4,0.41,406,5,52,202,167,23,406,66,30,45.5,28,42.4,205,1537,793,23,25,9,24,30,262,44,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
844,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20.0,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,0.0,0.38,11,14,17,20,11,55.0,6.12,3.37,0.0,0.0,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0,99,150,66.0,1464,392,0,0.2,0.3,-0.2,5,13,4,1,14,134,16,4,0,1,20,0,12,6,3,0,99,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,12,3.69,5,1,3,1,2,0,0,0.0,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,11,10,4,7,9,141,17,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
845,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31.0,1993.0,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.02,1,19,8,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,182,194,93.8,2833,700,0,0.1,0.1,-0.1,2,16,1,0,19,188,6,2,0,0,1,4,0,0,0,0,182,12,8,7,5,0,10,60.0,4,8,1,7,6,18,9,0,6,1.96,6,0,0,0,0,0,0,0.0,237,12,65,124,49,3,237,2,2,100.0,0,0.0,110,397,169,1,3,1,6,3,163,8,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
846,Endrick,br BRA,FW,Real Madrid,es La Liga,18.0,2006.0,22,3,363,4.0,1,0,1,1,0,0,1,0,2.5,2.5,0.5,3.0,0.25,0.73,12,8,32,24,6,25.0,5.95,1.49,0.04,0.17,16.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5,59,75,78.7,939,120,0,0.5,0.2,-0.5,4,1,2,0,8,69,6,0,0,1,2,2,0,0,0,0,59,1,1,1,0,0,3,33.3,2,0,0,0,4,5,1,0,8,1.96,6,0,1,0,1,0,2,0.49,127,1,7,41,80,23,127,11,4,36.4,6,54.5,83,569,308,12,5,10,10,3,103,32,1,0,0,10,9,2,2,4,1,1,0,0,7,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
847,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23.0,2001.0,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,0.15,0.16,18,54,18,8,2,25.0,0.62,0.15,0.13,0.5,13.7,0,0,0,0.6,0.6,0.07,0.4,0.4,622,701,88.7,9648,2399,1,1.5,1.4,-0.5,12,39,2,0,54,648,52,24,1,3,1,28,0,0,0,0,622,30,12,13,13,4,27,59.3,11,13,6,7,11,41,27,0,24,1.86,20,1,1,0,1,1,2,0.15,836,42,204,510,130,16,836,15,9,60.0,3,20.0,525,2734,1250,18,13,2,22,7,553,18,4,0,0,21,20,1,1,11,12,0,0,0,62,11,9,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32.0,1992.0,23,11,1061,11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,0.17,0.39,13,55,29,14,1,7.1,1.19,0.08,0.0,0.0,25.8,3,1,1,1.4,0.6,0.04,-0.4,-0.6,590,749,78.8,9936,3131,2,3.2,2.6,-1.2,31,54,13,6,55,645,102,31,8,8,85,5,62,24,20,5,590,19,9,4,12,3,27,40.7,16,15,5,10,7,26,8,0,56,4.74,38,15,0,3,0,0,7,0.59,850,26,173,397,284,17,849,4,0,0.0,4,100.0,473,1784,851,13,14,1,13,5,566,29,4,0,0,8,3,0,85,7,9,0,0,0,62,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
850,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26.0,1998.0,8,5,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.06,4,11,1,6,0,0.0,1.62,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,220,240,91.7,4604,1389,0,0.0,0.0,0.0,0,12,0,0,11,232,8,6,0,1,0,0,0,0,0,0,220,2,0,0,2,0,2,50.0,1,5,4,1,2,4,9,0,4,1.08,2,0,0,1,1,0,1,0.27,268,22,102,153,13,7,268,1,0,0.0,0,0.0,179,832,465,4,1,0,2,0,201,1,0,0,0,7,7,0,0,2,0,1,0,0,11,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
852,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32.0,1992.0,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,0.11,0.12,10,39,29,10,2,20.0,1.08,0.22,0.0,0.0,25.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,365,491,74.3,5664,2497,1,0.6,0.6,0.4,5,35,6,5,39,403,84,9,0,0,24,75,0,0,0,0,365,41,24,31,8,2,47,55.3,21,19,6,13,12,53,32,1,13,1.4,8,4,1,0,0,0,1,0.11,637,39,217,288,139,10,637,14,5,35.7,7,50.0,307,1262,675,10,13,4,10,9,333,29,4,0,0,18,15,0,24,12,24,0,1,0,55,14,11,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
853,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22.0,2002.0,33,27,2331,25.9,8,0,8,7,1,2,1,0,5.7,4.2,2.1,6.3,0.27,0.3,31,93,106,59,19,32.2,2.28,0.73,0.12,0.37,19.8,10,1,2,5.7,4.2,0.07,2.3,2.8,445,739,60.2,6868,2707,0,2.1,2.1,-2.1,36,57,31,5,93,678,56,15,7,6,55,7,19,9,4,0,445,57,29,15,31,11,35,51.4,17,20,2,18,12,69,14,0,79,3.05,52,4,6,9,7,1,6,0.23,1081,11,85,532,480,95,1079,67,29,43.3,31,46.3,565,2356,1092,31,26,11,88,50,712,106,1,0,0,47,56,10,55,12,29,2,0,0,106,26,56,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
854,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19.0,2005.0,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1.3,0.48,1,7,14,1,1,100.0,0.65,0.65,1.0,1.0,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7,32,42,76.2,475,202,1,0.4,0.4,0.6,3,2,1,0,7,42,0,0,1,0,0,0,0,0,0,0,32,9,6,4,3,2,5,100.0,0,2,0,2,1,10,2,0,8,5.18,6,0,1,0,1,0,3,1.94,73,1,14,30,29,9,73,6,2,33.3,4,66.7,38,121,49,1,1,2,6,2,43,14,0,0,0,2,3,0,0,1,6,0,0,0,9,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
856,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19.0,2005.0,27,25,1938,21.5,1,0,1,1,0,0,11,2,0.7,0.7,0.4,1.0,0.05,0.05,18,76,8,23,4,17.4,1.07,0.19,0.04,0.25,25.5,0,0,0,0.7,0.7,0.03,0.3,0.3,812,951,85.4,13995,3936,0,0.4,0.7,-0.4,13,73,8,0,76,934,15,12,4,10,1,1,0,0,0,0,812,59,45,28,26,5,46,60.9,18,28,11,17,42,101,47,7,36,1.67,25,0,3,3,3,2,1,0.05,1228,75,362,732,148,10,1228,18,12,66.7,5,27.8,582,2787,1382,18,21,2,35,21,763,8,11,2,2,37,30,0,1,42,45,0,1,0,118,30,32,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
857,Estanis,es ESP,FW,Bologna,it Serie A,20.0,2003.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.0,2.35,1,0,1,2,0,0.0,20.0,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,7,8,87.5,84,6,0,0.2,0.2,-0.2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,30.0,2,0,1,0,0,0,0,0.0,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
858,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28.0,1995.0,14,7,657,7.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.8,0.0,0.12,3,30,4,5,1,20.0,0.68,0.14,0.0,0.0,25.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,237,313,75.7,4221,1345,0,0.8,0.5,-0.8,6,26,1,0,30,282,30,17,1,1,16,1,12,4,3,0,237,16,6,7,8,1,15,40.0,9,9,2,7,3,19,26,0,13,1.78,7,4,0,1,0,1,1,0.14,379,33,107,208,66,2,379,3,3,100.0,0,0.0,148,463,188,3,0,0,3,4,199,4,3,0,0,9,9,0,16,3,6,0,0,0,28,14,3,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26.0,1998.0,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,0.07,0.12,59,132,112,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3,0,0,1.2,1.2,0.04,-0.2,-0.2,1338,1610,83.1,20347,6261,1,2.1,2.5,-1.1,26,105,34,18,132,1370,237,20,0,5,119,180,37,23,9,3,1338,65,43,33,25,7,51,66.7,17,20,5,15,37,102,65,2,58,2.17,39,13,0,2,4,0,4,0.15,1915,89,493,936,506,35,1915,34,19,55.9,13,38.2,1023,5007,2689,59,61,9,34,27,1144,112,5,0,0,36,20,3,119,37,43,0,0,0,147,46,26,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
860,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21.0,2002.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,5,20.0,10,3,0,0.0,0.1,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,13,1,1,5,7,2,13,2,0,0.0,2,100.0,4,9,0,0,0,0,2,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
861,Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20.0,2003.0,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,2.43,0.88,0,0,0,2,2,100.0,4.86,4.86,0.5,0.5,16.3,0,0,0,0.4,0.4,0.18,0.6,0.6,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,1,2.43,0,0,0,0,1,0,0,0.0,9,0,1,2,6,1,9,0,0,,0,,5,15,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
862,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24.0,1999.0,31,28,2319,25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,0.43,0.56,29,28,99,72,31,43.1,2.79,1.2,0.14,0.32,12.8,0,0,1,12.5,11.7,0.16,-2.5,-1.7,244,342,71.3,3038,622,1,1.9,1.8,-0.9,26,14,6,0,28,337,4,1,4,4,0,0,0,0,0,0,244,16,10,6,5,5,12,66.7,4,11,2,9,1,17,21,0,61,2.37,39,0,3,10,9,0,8,0.31,558,23,56,208,299,127,557,21,7,33.3,8,38.1,333,1822,861,29,18,15,38,24,400,99,1,1,0,37,53,20,0,1,10,5,0,0,67,42,62,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
863,Jake Evans,,FW,Leicester City,eng Premier League,,,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2,3,66.7,24,9,0,0.0,0.0,0.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0.0,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
864,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36.0,1988.0,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.04,3,10,3,2,1,50.0,0.57,0.29,0.0,0.0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,192,217,88.5,3090,906,0,0.0,0.0,0.0,0,10,1,0,10,197,20,5,0,0,0,3,0,0,0,0,192,8,6,4,4,0,6,50.0,3,3,2,1,5,13,15,0,2,0.57,2,0,0,0,0,0,0,0.0,250,36,139,100,15,3,250,1,1,100.0,0,0.0,143,574,242,3,2,0,1,0,151,3,1,0,0,5,6,0,0,5,6,0,0,0,16,9,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
865,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27.0,1996.0,19,12,1045,11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,0.17,0.36,23,64,41,18,6,33.3,1.55,0.52,0.0,0.0,22.2,3,0,0,1.0,1.0,0.06,-1.0,-1.0,318,485,65.6,5990,2287,2,3.2,2.4,-1.2,28,36,14,4,64,407,73,38,13,5,66,1,33,9,19,1,318,23,13,9,13,1,23,39.1,14,3,0,3,15,38,21,2,44,3.79,22,15,2,2,3,0,2,0.17,630,22,105,308,230,26,630,28,15,53.6,13,46.4,340,1757,954,23,20,4,29,18,382,41,3,0,0,14,22,2,66,15,13,0,0,0,63,11,11,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
866,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,0.52,0.58,69,97,153,100,27,27.0,3.48,0.94,0.07,0.26,21.5,16,1,2,10.5,8.9,0.09,-2.5,-1.9,777,1047,74.2,13226,3540,8,6.2,4.7,1.8,58,49,39,4,97,849,180,70,11,6,112,3,62,39,10,0,777,39,22,14,16,9,36,47.2,19,27,0,27,11,50,10,3,135,4.69,72,29,11,13,9,1,10,0.35,1414,17,193,661,597,95,1412,138,67,48.6,62,44.9,840,5063,2380,69,48,22,55,45,907,153,1,0,0,13,51,9,112,11,22,0,0,0,146,7,37,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
867,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22.0,2001.0,32,23,1984,22.0,2,2,4,2,0,1,2,0,8.0,7.2,2.0,9.3,0.18,0.46,117,68,215,61,25,41.0,2.77,1.13,0.03,0.08,15.6,1,0,1,8.0,7.2,0.12,-6.0,-5.2,542,757,71.6,6695,1928,2,2.0,2.1,0.0,27,42,19,2,68,732,23,6,2,4,49,15,1,0,0,0,542,37,25,17,16,4,27,55.6,12,22,3,19,7,44,19,0,66,2.99,43,0,10,8,4,1,7,0.32,1081,10,120,407,585,151,1080,103,46,44.7,37,35.9,706,5210,3025,117,75,58,64,50,797,215,2,0,0,23,38,4,49,7,25,2,0,0,102,26,37,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
868,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21.0,2003.0,30,9,1023,11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,0.35,0.32,14,17,43,21,5,23.8,1.85,0.44,0.14,0.6,11.8,0,0,0,2.3,2.3,0.11,0.7,0.7,151,210,71.9,2182,369,1,1.3,0.6,-0.3,9,15,5,1,17,201,7,2,2,1,9,4,0,0,0,0,151,10,6,1,3,6,13,53.8,6,7,2,5,2,12,4,0,19,1.67,13,0,0,4,1,1,0,0.0,328,5,41,153,142,47,328,16,2,12.5,9,56.3,198,1292,356,14,6,5,30,18,236,43,2,0,0,21,22,1,9,2,6,0,0,0,31,19,35,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
869,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39.0,1985.0,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,332,495,67.1,9586,6808,0,0.0,0.0,0.0,0,5,0,0,0,351,143,43,0,0,0,0,0,0,0,0,332,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,3,0.23,2,1,0,0,0,0,0,0.0,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,0,248,0,2,0,0,2,1,0,0,0,0,0,2,0,5,3,1,75.0,21.0,1.63,71.0,50.0,74.6,6.0,3.0,4.0,2.0,15.4,3.0,3.0,0.0,0.0,22.6,0.29,1.6,0.12,77.0,226.0,34.1,394.0,55.0,41.9,35.5,220.0,10.0,4.5,12.0,0.93,13.1,2024-2025
870,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22.0,2001.0,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,0.22,0.31,74,36,160,28,9,32.1,1.53,0.49,0.04,0.11,18.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7,441,591,74.6,6233,1638,3,4.0,1.9,-1.0,23,14,24,5,36,541,49,1,3,3,39,48,0,0,0,0,441,64,47,25,27,12,45,44.4,25,18,1,17,12,76,10,0,54,2.95,37,1,5,3,6,2,7,0.38,844,16,148,326,391,60,844,68,26,38.2,34,50.0,544,3868,2239,74,34,32,41,33,533,160,2,1,0,40,50,14,39,12,47,0,0,0,95,11,15,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26.0,1998.0,34,30,2815,31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,0.03,0.05,12,86,1,12,1,8.3,0.38,0.03,0.08,1.0,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5,1376,1564,88.0,25369,9014,0,0.1,0.4,-0.1,4,83,6,0,86,1507,54,27,2,7,5,6,0,0,0,0,1376,42,26,26,14,2,48,52.1,23,48,35,13,26,68,185,4,17,0.54,15,0,0,1,0,1,0,0.0,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,12,13,2,17,6,1268,1,4,0,0,23,11,1,5,26,26,0,0,0,90,45,36,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
872,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23.0,2001.0,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3.0,3.5,0.28,0.32,15,50,19,10,4,40.0,0.94,0.37,0.1,0.25,21.9,1,0,0,0.5,0.5,0.05,0.5,0.5,519,617,84.1,8944,2503,2,3.0,2.0,-1.0,23,45,12,2,50,572,43,27,1,7,27,5,7,6,1,0,519,19,10,8,9,2,22,40.9,13,11,2,9,5,24,12,2,43,4.02,32,5,1,4,1,0,4,0.37,713,22,146,391,185,8,713,22,10,45.5,9,40.9,480,2460,1004,15,27,0,17,12,527,19,0,0,0,8,14,0,27,5,10,0,0,0,46,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
873,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23.0,2001.0,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,0.0,0.11,19,41,18,12,1,8.3,1.89,0.16,0.0,0.0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,370,418,88.5,6360,1203,0,0.1,0.5,-0.1,4,36,8,0,41,404,14,8,2,6,13,1,5,1,3,0,370,14,10,7,6,1,9,66.7,3,4,0,4,2,16,5,0,10,1.57,8,0,0,2,0,0,1,0.16,470,11,77,283,112,10,470,3,2,66.7,1,33.3,311,2051,1035,19,22,2,11,2,387,18,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
875,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,731,1200,60.9,22646,17716,0,0.0,0.1,0.0,0,22,0,0,0,892,303,125,0,1,0,0,0,0,0,0,731,0,0,0,0,0,0,,0,0,0,0,0,0,29,3,11,0.29,8,3,0,0,0,0,1,0.03,1321,1174,1315,6,0,0,1321,0,0,,0,,727,3904,2291,0,0,0,1,0,585,0,2,0,0,1,10,0,0,0,0,0,1,0,32,13,0,100.0,58.0,1.53,181.0,125.0,72.4,8.0,10.0,20.0,9.0,23.7,10.0,8.0,1.0,1.0,53.8,0.26,-1.2,-0.03,220.0,656.0,33.5,1017.0,120.0,51.9,39.1,590.0,29.0,4.9,19.0,0.5,11.0,2024-2025
876,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32.0,1991.0,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.0,0.12,2,3,13,1,0,0.0,0.35,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2,65,95,68.4,1056,387,0,0.1,0.1,-0.1,2,6,3,3,3,79,16,1,0,0,12,15,0,0,0,0,65,10,9,5,5,0,9,33.3,6,7,3,4,2,12,12,1,3,1.04,3,0,0,0,0,0,0,0.0,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
877,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20.0,2004.0,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,0.31,0.31,42,17,60,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,123,197,62.4,2150,601,2,1.6,1.4,0.4,6,7,7,2,17,186,11,1,2,2,30,9,1,0,0,0,123,21,15,13,2,6,19,57.9,8,7,0,7,4,25,12,0,17,2.64,10,0,2,1,4,0,3,0.47,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
878,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21.0,2002.0,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,0.0,0.44,7,6,32,12,5,41.7,4.64,1.93,0.0,0.0,17.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,104,125,83.2,1100,142,0,0.2,0.4,-0.2,4,3,5,0,6,119,4,3,2,0,0,0,1,0,0,0,104,4,1,0,2,2,2,50.0,1,1,0,1,1,5,0,1,11,4.25,9,0,0,2,0,0,0,0.0,170,0,8,59,105,22,170,11,5,45.5,5,45.5,107,586,234,7,7,4,10,4,134,32,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
